,FSU,Sector,State,District,Stratum,Sub-stratum,Sample HHID,InformantSI no,Response code,Survey code,Casualty code,Date of Survey,Date of despatch,Time to canvass,NSC,Multiplier
47842,15231,1,13,6,1,38,13,1.0,1,1,,80419.0,90519.0,60.0,4,47216
47843,15231,1,13,6,1,38,14,2.0,1,1,,80419.0,90519.0,90.0,4,47216
47844,15412,1,13,1,1,21,1,1.0,1,1,,220119.0,50319.0,75.0,4,19671
47845,15412,1,13,1,1,21,2,1.0,1,1,,220119.0,50319.0,105.0,4,19671
47846,15412,1,13,1,1,21,3,1.0,1,1,,230119.0,50319.0,89.0,4,19671
47847,15412,1,13,1,1,21,4,2.0,1,1,,230119.0,50319.0,130.0,4,19671
47848,15412,1,13,1,1,21,5,1.0,1,1,,240119.0,50319.0,135.0,4,19671
47849,15412,1,13,1,1,21,6,1.0,1,1,,240119.0,50319.0,160.0,4,19671
47850,15412,1,13,1,1,21,7,2.0,1,1,,250119.0,50319.0,180.0,4,19671
47851,15412,1,13,1,1,21,8,1.0,1,1,,250119.0,50319.0,150.0,4,19671
47852,15412,1,13,1,1,21,9,1.0,1,1,,260119.0,50319.0,200.0,4,19671
47853,15412,1,13,1,1,21,10,1.0,1,1,,260119.0,50319.0,100.0,4,19671
47854,15412,1,13,1,1,21,11,2.0,1,1,,270119.0,50319.0,180.0,4,19671
47855,15412,1,13,1,1,21,12,1.0,1,1,,270119.0,50319.0,80.0,4,19671
47856,15412,1,13,1,1,21,13,2.0,1,1,,280119.0,50319.0,170.0,4,19671
47857,15412,1,13,1,1,21,14,2.0,1,1,,280119.0,50319.0,120.0,4,19671
47858,15612,1,13,2,1,31,1,2.0,1,1,,90319.0,40419.0,120.0,4,28929
47859,15612,1,13,2,1,31,2,1.0,1,1,,90319.0,40419.0,120.0,4,28929
47860,15612,1,13,2,1,31,3,1.0,1,1,,110319.0,40419.0,190.0,4,28929
47861,15612,1,13,2,1,31,4,4.0,1,1,,100319.0,40419.0,110.0,4,28929
47862,15612,1,13,2,1,31,5,2.0,1,1,,100319.0,40419.0,180.0,4,28929
47863,15612,1,13,2,1,31,6,2.0,1,1,,120319.0,40419.0,120.0,4,28929
47864,15612,1,13,2,1,31,7,1.0,1,1,,120319.0,40419.0,60.0,4,28929
47865,15612,1,13,2,1,31,8,1.0,1,1,,110319.0,40419.0,180.0,4,28929
47866,15612,1,13,2,1,31,9,1.0,1,1,,130319.0,40419.0,100.0,4,28929
47867,15612,1,13,2,1,31,10,3.0,1,1,,140319.0,40419.0,180.0,4,28929
47868,15612,1,13,2,1,31,11,1.0,1,1,,150319.0,40419.0,80.0,4,28929
47869,15612,1,13,2,1,31,12,1.0,1,1,,140319.0,40419.0,110.0,4,28929
47870,15612,1,13,2,1,31,13,2.0,1,1,,130319.0,40419.0,130.0,4,28929
47871,15612,1,13,2,1,31,14,1.0,1,1,,150319.0,40419.0,120.0,4,28929
47872,15683,1,13,10,1,11,1,1.0,1,1,,161219.0,70120.0,70.0,4,5313
47873,15683,1,13,10,1,11,2,1.0,1,1,,161219.0,70120.0,90.0,4,5313
47874,15683,1,13,10,1,11,3,1.0,1,1,,171219.0,70120.0,100.0,4,5313
47875,15683,1,13,10,1,11,4,1.0,1,1,,171219.0,70120.0,70.0,4,5313
47876,15683,1,13,10,1,11,5,1.0,1,1,,181219.0,70120.0,110.0,4,5313
47877,15683,1,13,10,1,11,6,1.0,1,1,,181219.0,70120.0,80.0,4,5313
47878,15683,1,13,10,1,11,7,1.0,1,1,,191219.0,70120.0,110.0,4,5313
47879,15683,1,13,10,1,11,8,1.0,1,1,,191219.0,70120.0,90.0,4,5313
47880,15683,1,13,10,1,11,9,1.0,1,1,,201219.0,70120.0,70.0,4,5313
47881,15683,1,13,10,1,11,10,1.0,1,1,,201219.0,70120.0,70.0,4,5313
47882,15683,1,13,10,1,11,11,1.0,1,1,,211219.0,70120.0,90.0,4,5313
47883,15683,1,13,10,1,11,12,1.0,1,1,,211219.0,70120.0,130.0,4,5313
47884,15683,1,13,10,1,11,13,1.0,1,1,,221219.0,70120.0,120.0,4,5313
47885,15683,1,13,10,1,11,14,1.0,1,1,,221219.0,70120.0,40.0,4,5313
47886,16176,1,13,1,1,37,1,1.0,1,1,,220119.0,70219.0,150.0,4,32657
47887,16176,1,13,1,1,37,2,1.0,1,1,,220119.0,70219.0,30.0,4,32657
47888,16176,1,13,1,1,37,3,2.0,1,1,,230119.0,70219.0,90.0,4,32657
47889,16176,1,13,1,1,37,4,1.0,1,1,,230119.0,70219.0,120.0,4,32657
47890,16176,1,13,1,1,37,5,1.0,1,1,,240119.0,70219.0,160.0,4,32657
47891,16176,1,13,1,1,37,6,1.0,1,1,,240119.0,70219.0,110.0,4,32657
47892,16176,1,13,1,1,37,7,2.0,1,1,,250119.0,70219.0,150.0,4,32657
47893,16176,1,13,1,1,37,8,2.0,1,1,,250119.0,70219.0,70.0,4,32657
47894,16176,1,13,1,1,37,9,2.0,1,1,,260119.0,70219.0,170.0,4,32657
47895,16176,1,13,1,1,37,10,1.0,1,1,,260119.0,70219.0,130.0,4,32657
47896,16176,1,13,1,1,37,11,2.0,1,1,,270119.0,70219.0,75.0,4,32657
47897,16176,1,13,1,1,37,12,2.0,1,1,,270119.0,70219.0,80.0,4,32657
47898,16176,1,13,1,1,37,13,1.0,1,1,,280119.0,70219.0,30.0,4,32657
47899,16176,1,13,1,1,37,14,1.0,1,1,,280119.0,70219.0,80.0,4,32657
47900,16188,1,13,6,1,33,1,2.0,1,1,,100419.0,300419.0,120.0,4,74314
47901,16188,1,13,6,1,33,2,1.0,1,1,,100419.0,300419.0,60.0,4,74314
47902,16188,1,13,6,1,33,3,2.0,1,1,,110419.0,300419.0,90.0,4,74314
47903,16188,1,13,6,1,33,4,2.0,1,1,,110419.0,300419.0,120.0,4,74314
47904,16188,1,13,6,1,33,5,2.0,1,1,,120419.0,300419.0,120.0,4,74314
47905,16188,1,13,6,1,33,6,2.0,1,1,,120419.0,300419.0,80.0,4,74314
47906,16188,1,13,6,1,33,7,1.0,1,1,,130419.0,300419.0,100.0,4,74314
47907,16188,1,13,6,1,33,8,1.0,4,1,,130419.0,300419.0,160.0,4,74314
47908,16188,1,13,6,1,33,9,1.0,1,1,,140419.0,300419.0,90.0,4,74314
47909,16188,1,13,6,1,33,10,1.0,1,1,,140419.0,300419.0,120.0,4,74314
47910,16188,1,13,6,1,33,11,5.0,1,1,,150419.0,300419.0,190.0,4,74314
47911,16188,1,13,6,1,33,12,1.0,1,1,,150419.0,300419.0,170.0,4,74314
47912,16188,1,13,6,1,33,13,1.0,1,1,,160419.0,300419.0,120.0,4,74314
47913,16188,1,13,6,1,33,14,1.0,1,1,,160419.0,300419.0,100.0,4,74314
47914,16270,1,13,10,1,21,1,1.0,1,1,,70619.0,20819.0,120.0,4,22586
47915,16270,1,13,10,1,21,2,1.0,1,1,,70619.0,20819.0,45.0,4,22586
47916,16270,1,13,10,1,21,3,1.0,1,1,,80619.0,20819.0,90.0,4,22586
47917,16270,1,13,10,1,21,4,1.0,1,1,,80619.0,20819.0,120.0,4,22586
47918,16270,1,13,10,1,21,5,1.0,1,1,,90619.0,20819.0,60.0,4,22586
47919,16270,1,13,10,1,21,6,1.0,1,1,,90619.0,20819.0,70.0,4,22586
47920,16270,1,13,10,1,21,7,1.0,1,1,,100619.0,20819.0,90.0,4,22586
47921,16270,1,13,10,1,21,8,1.0,1,1,,100619.0,20819.0,90.0,4,22586
47922,16270,1,13,10,1,21,9,1.0,1,1,,110619.0,20819.0,90.0,4,22586
47923,16270,1,13,10,1,21,10,1.0,1,1,,110619.0,20819.0,30.0,4,22586
47924,16270,1,13,10,1,21,11,1.0,1,1,,120619.0,20819.0,90.0,4,22586
47925,16270,1,13,10,1,21,12,1.0,1,1,,120619.0,20819.0,75.0,4,22586
47926,16270,1,13,10,1,21,13,1.0,1,1,,130619.0,20819.0,90.0,4,22586
47927,16270,1,13,10,1,21,14,1.0,1,1,,130619.0,20819.0,60.0,4,22586
47928,16388,1,13,9,1,37,1,1.0,1,1,,121019.0,291119.0,90.0,4,77420
47929,16388,1,13,9,1,37,2,1.0,1,1,,121019.0,291119.0,120.0,4,77420
47930,16388,1,13,9,1,37,3,1.0,1,1,,131019.0,291119.0,150.0,4,77420
47931,16388,1,13,9,1,37,4,1.0,1,1,,131019.0,291119.0,60.0,4,77420
47932,16388,1,13,9,1,37,5,1.0,1,1,,141019.0,291119.0,60.0,4,77420
47933,16388,1,13,9,1,37,6,2.0,1,1,,141019.0,291119.0,90.0,4,77420
47934,16388,1,13,9,1,37,7,2.0,1,1,,151019.0,291119.0,90.0,4,77420
47935,16388,1,13,9,1,37,8,1.0,1,1,,151019.0,291119.0,120.0,4,77420
47936,16388,1,13,9,1,37,9,1.0,1,1,,161019.0,291119.0,60.0,4,77420
47937,16388,1,13,9,1,37,10,1.0,1,1,,161019.0,291119.0,120.0,4,77420
47938,16388,1,13,9,1,37,11,2.0,1,1,,171019.0,291119.0,90.0,4,77420
47939,16388,1,13,9,1,37,12,1.0,1,1,,171019.0,291119.0,120.0,4,77420
47940,16388,1,13,9,1,37,13,2.0,1,1,,171019.0,291119.0,90.0,4,77420
47941,16388,1,13,9,1,37,14,1.0,1,1,,171019.0,291119.0,120.0,4,77420
47942,16413,1,13,10,1,21,1,1.0,1,1,,160119.0,80120.0,90.0,4,13571
47943,16413,1,13,10,1,21,2,1.0,1,1,,161219.0,80120.0,90.0,4,13571
47944,16413,1,13,10,1,21,3,1.0,1,1,,171219.0,80120.0,120.0,4,13571
47945,16413,1,13,10,1,21,4,1.0,1,1,,171219.0,80120.0,90.0,4,13571
47946,16413,1,13,10,1,21,5,1.0,1,1,,181219.0,80120.0,120.0,4,13571
47947,16413,1,13,10,1,21,6,1.0,1,1,,181219.0,80120.0,30.0,4,13571
47948,16413,1,13,10,1,21,7,1.0,1,1,,191219.0,80120.0,60.0,4,13571
47949,16413,1,13,10,1,21,8,1.0,1,1,,191219.0,80120.0,90.0,4,13571
47950,16413,1,13,10,1,21,9,1.0,1,1,,201219.0,80120.0,90.0,4,13571
47951,16413,1,13,10,1,21,10,1.0,1,1,,201219.0,80120.0,60.0,4,13571
47952,16413,1,13,10,1,21,11,1.0,1,1,,211219.0,80120.0,120.0,4,13571
47953,16413,1,13,10,1,21,12,1.0,1,1,,211219.0,80120.0,90.0,4,13571
47954,16413,1,13,10,1,21,13,1.0,1,1,,221219.0,80120.0,60.0,4,13571
47955,16413,1,13,10,1,21,14,1.0,1,1,,211219.0,80120.0,60.0,4,13571
47956,16480,1,13,2,1,35,1,1.0,1,1,,110719.0,140819.0,160.0,4,35886
47957,16480,1,13,2,1,35,2,1.0,1,1,,110719.0,140819.0,180.0,4,35886
47958,16480,1,13,2,1,35,3,1.0,1,1,,120719.0,140819.0,100.0,4,35886
47959,16480,1,13,2,1,35,4,2.0,1,1,,120719.0,140819.0,90.0,4,35886
47960,16480,1,13,2,1,35,5,2.0,1,1,,130719.0,140819.0,120.0,4,35886
47961,16480,1,13,2,1,35,6,2.0,1,1,,130719.0,140819.0,120.0,4,35886
47962,16480,1,13,2,1,35,7,2.0,1,1,,140719.0,140819.0,120.0,4,35886
47963,16480,1,13,2,1,35,8,1.0,1,1,,150719.0,140819.0,120.0,4,35886
47964,16480,1,13,2,1,35,9,2.0,1,1,,140719.0,140819.0,150.0,4,35886
47965,16480,1,13,2,1,35,10,2.0,1,1,,160719.0,140819.0,120.0,4,35886
47966,16480,1,13,2,1,35,11,1.0,1,1,,160719.0,140819.0,150.0,4,35886
47967,16480,1,13,2,1,35,12,1.0,1,1,,150719.0,140819.0,60.0,4,35886
47968,16480,1,13,2,1,35,13,2.0,1,1,,170719.0,140819.0,150.0,4,35886
47969,16480,1,13,2,1,35,14,3.0,1,1,,170719.0,140819.0,150.0,4,35886
47970,16602,1,13,5,1,11,1,1.0,1,1,,80319.0,40419.0,120.0,4,37089
47971,16602,1,13,5,1,11,2,1.0,1,1,,80319.0,40419.0,150.0,4,37089
47972,16602,1,13,5,1,11,3,1.0,1,1,,90319.0,40419.0,30.0,4,37089
47973,16602,1,13,5,1,11,4,1.0,1,1,,90319.0,40419.0,60.0,4,37089
47974,16602,1,13,5,1,11,5,1.0,1,1,,100319.0,40419.0,90.0,4,37089
47975,16602,1,13,5,1,11,6,1.0,2,1,,100319.0,40419.0,90.0,4,37089
47976,16602,1,13,5,1,11,7,1.0,1,1,,110319.0,40419.0,90.0,4,37089
47977,16602,1,13,5,1,11,8,1.0,1,1,,110319.0,40419.0,120.0,4,37089
47978,16602,1,13,5,1,11,9,1.0,1,1,,120319.0,40419.0,60.0,4,37089
47979,16602,1,13,5,1,11,10,1.0,4,1,,120319.0,40419.0,60.0,4,37089
47980,16602,1,13,5,1,11,11,1.0,1,1,,130319.0,40419.0,30.0,4,37089
47981,16602,1,13,5,1,11,12,1.0,1,1,,130319.0,40419.0,30.0,4,37089
47982,16602,1,13,5,1,11,13,1.0,1,1,,140319.0,40419.0,60.0,4,37089
47983,16602,1,13,5,1,11,14,1.0,1,1,,140319.0,40419.0,120.0,4,37089
47984,16685,1,13,5,1,35,1,1.0,1,1,,80319.0,50419.0,180.0,4,19975
47985,16685,1,13,5,1,35,2,1.0,1,1,,90319.0,50419.0,150.0,4,19975
47986,16685,1,13,5,1,35,3,3.0,1,1,,90319.0,50419.0,180.0,4,19975
47987,16685,1,13,5,1,35,4,1.0,1,1,,100319.0,50419.0,120.0,4,19975
47988,16685,1,13,5,1,35,5,1.0,1,1,,100319.0,50419.0,150.0,4,19975
47989,16685,1,13,5,1,35,6,1.0,1,1,,130319.0,50419.0,120.0,4,19975
47990,16685,1,13,5,1,35,7,1.0,1,1,,130319.0,50419.0,120.0,4,19975
47991,16685,1,13,5,1,35,8,1.0,1,2,2.0,80319.0,50419.0,150.0,4,19975
47992,16685,1,13,5,1,35,9,1.0,1,1,,110319.0,50419.0,180.0,4,19975
47993,16685,1,13,5,1,35,10,1.0,1,1,,120319.0,50419.0,180.0,4,19975
47994,16685,1,13,5,1,35,11,1.0,1,1,,120319.0,50419.0,120.0,4,19975
47995,16685,1,13,5,1,35,12,1.0,1,1,,,50419.0,120.0,4,19975
47996,16685,1,13,5,1,35,13,1.0,1,1,,140319.0,50419.0,120.0,4,19975
47997,16685,1,13,5,1,35,14,3.0,1,1,,140319.0,50419.0,150.0,4,19975
47998,17111,1,13,4,1,34,1,1.0,1,1,,90319.0,90419.0,120.0,4,34425
47999,17111,1,13,4,1,34,2,1.0,1,1,,100319.0,90419.0,130.0,4,34425
48000,17111,1,13,4,1,34,3,2.0,1,1,,100319.0,90419.0,100.0,4,34425
48001,17111,1,13,4,1,34,4,1.0,1,1,,100319.0,90419.0,100.0,4,34425
48002,17111,1,13,4,1,34,5,2.0,1,1,,110319.0,90419.0,130.0,4,34425
48003,17111,1,13,4,1,34,6,1.0,1,1,,110319.0,90419.0,130.0,4,34425
48004,17111,1,13,4,1,34,7,2.0,1,1,,120319.0,90419.0,90.0,4,34425
48005,17111,1,13,4,1,34,8,2.0,1,1,,120319.0,90419.0,110.0,4,34425
48006,17111,1,13,4,1,34,9,2.0,1,1,,130319.0,90419.0,140.0,4,34425
48007,17111,1,13,4,1,34,10,2.0,1,1,,130319.0,90419.0,100.0,4,34425
48008,17111,1,13,4,1,34,11,2.0,1,1,,140319.0,90419.0,120.0,4,34425
48009,17111,1,13,4,1,34,12,2.0,1,1,,140319.0,90419.0,140.0,4,34425
48010,17111,1,13,4,1,34,13,1.0,1,1,,150319.0,90419.0,60.0,4,34425
48011,17111,1,13,4,1,34,14,1.0,1,1,,150319.0,90419.0,60.0,4,34425
48012,17406,1,13,6,1,32,1,1.0,1,1,,110419.0,20519.0,150.0,4,19884
48013,17406,1,13,6,1,32,2,1.0,1,1,,110419.0,20519.0,120.0,4,19884
48014,17406,1,13,6,1,32,3,1.0,1,1,,120419.0,20519.0,120.0,4,19884
48015,17406,1,13,6,1,32,4,2.0,1,1,,120419.0,20519.0,120.0,4,19884
48016,17406,1,13,6,1,32,5,1.0,1,1,,130419.0,20519.0,60.0,4,19884
48017,17406,1,13,6,1,32,6,1.0,1,1,,130419.0,20519.0,120.0,4,19884
48018,17406,1,13,6,1,32,7,1.0,1,1,,140419.0,20519.0,120.0,4,19884
48019,17406,1,13,6,1,32,8,1.0,1,1,,140419.0,20519.0,120.0,4,19884
48020,17406,1,13,6,1,32,9,1.0,1,1,,150419.0,20519.0,60.0,4,19884
48021,17406,1,13,6,1,32,10,1.0,1,1,,150419.0,20519.0,90.0,4,19884
48022,17406,1,13,6,1,32,11,1.0,1,1,,160419.0,20519.0,180.0,4,19884
48023,17406,1,13,6,1,32,12,1.0,1,1,,160419.0,20519.0,150.0,4,19884
48024,17406,1,13,6,1,32,13,1.0,1,1,,170419.0,20519.0,150.0,4,19884
48025,17406,1,13,6,1,32,14,1.0,1,1,,170419.0,20519.0,180.0,4,19884
48026,17552,1,13,10,1,34,1,1.0,1,1,,111019.0,61119.0,140.0,4,95714
48027,17552,1,13,10,1,34,2,1.0,1,1,,111019.0,61119.0,110.0,4,95714
48028,17552,1,13,10,1,34,3,1.0,1,1,,121019.0,61119.0,120.0,4,95714
48029,17552,1,13,10,1,34,4,1.0,4,1,,121019.0,61119.0,120.0,4,95714
48030,17552,1,13,10,1,34,5,1.0,4,1,,131019.0,61119.0,90.0,4,95714
48031,17552,1,13,10,1,34,6,1.0,1,1,,131019.0,61119.0,60.0,4,95714
48032,17552,1,13,10,1,34,7,1.0,1,1,,141019.0,61119.0,60.0,4,95714
48033,17552,1,13,10,1,34,8,1.0,1,1,,141019.0,61119.0,90.0,4,95714
48034,17552,1,13,10,1,34,9,1.0,1,1,,151019.0,61119.0,150.0,4,95714
48035,17552,1,13,10,1,34,10,1.0,1,1,,151019.0,61119.0,60.0,4,95714
48036,17552,1,13,10,1,34,11,1.0,1,1,,161019.0,61119.0,150.0,4,95714
48037,17552,1,13,10,1,34,12,1.0,1,1,,161019.0,61119.0,100.0,4,95714
48038,17552,1,13,10,1,34,13,1.0,1,1,,171019.0,61119.0,120.0,4,95714
48039,17552,1,13,10,1,34,14,1.0,1,1,,171019.0,61119.0,30.0,4,95714
48040,17657,1,13,8,1,36,1,1.0,1,1,,101019.0,61119.0,60.0,4,93971
48041,17657,1,13,8,1,36,2,1.0,1,1,,101019.0,61119.0,120.0,4,93971
48042,17657,1,13,8,1,36,3,1.0,1,1,,111019.0,61119.0,90.0,4,93971
48043,17657,1,13,8,1,36,4,1.0,1,1,,111019.0,61119.0,120.0,4,93971
48044,17657,1,13,8,1,36,5,1.0,1,1,,121019.0,61119.0,90.0,4,93971
48045,17657,1,13,8,1,36,6,1.0,1,1,,121019.0,61119.0,90.0,4,93971
48046,17657,1,13,8,1,36,7,1.0,1,1,,131019.0,61119.0,120.0,4,93971
48047,17657,1,13,8,1,36,8,1.0,1,1,,131019.0,61119.0,30.0,4,93971
48048,17657,1,13,8,1,36,9,1.0,1,1,,141019.0,61119.0,30.0,4,93971
48049,17657,1,13,8,1,36,10,1.0,1,1,,141019.0,61119.0,60.0,4,93971
48050,17657,1,13,8,1,36,11,1.0,1,1,,151019.0,61119.0,90.0,4,93971
48051,17657,1,13,8,1,36,12,1.0,1,1,,151019.0,61119.0,30.0,4,93971
48052,17657,1,13,8,1,36,13,1.0,1,1,,161019.0,61119.0,30.0,4,93971
48053,17657,1,13,8,1,36,14,1.0,1,1,,161019.0,61119.0,120.0,4,93971
48054,17785,1,13,7,1,31,1,1.0,1,1,,80619.0,50719.0,90.0,4,57664
48055,17785,1,13,7,1,31,2,1.0,1,1,,80619.0,50719.0,90.0,4,57664
48056,17785,1,13,7,1,31,3,1.0,1,1,,90619.0,50719.0,60.0,4,57664
48057,17785,1,13,7,1,31,4,1.0,1,1,,90619.0,50719.0,60.0,4,57664
48058,17785,1,13,7,1,31,5,1.0,1,1,,100619.0,50719.0,30.0,4,57664
48059,17785,1,13,7,1,31,6,1.0,1,1,,100619.0,50719.0,120.0,4,57664
48060,17785,1,13,7,1,31,7,2.0,1,1,,110619.0,50719.0,90.0,4,57664
48061,17785,1,13,7,1,31,8,1.0,2,1,,110619.0,50719.0,30.0,4,57664
48062,17785,1,13,7,1,31,9,1.0,1,1,,120619.0,50719.0,120.0,4,57664
48063,17785,1,13,7,1,31,10,1.0,1,1,,120619.0,50719.0,60.0,4,57664
48064,17785,1,13,7,1,31,11,1.0,1,1,,130619.0,50719.0,60.0,4,57664
48065,17785,1,13,7,1,31,12,1.0,1,1,,130619.0,50719.0,60.0,4,57664
48066,17785,1,13,7,1,31,13,1.0,1,1,,140619.0,50719.0,60.0,4,57664
48067,17785,1,13,7,1,31,14,2.0,1,1,,140619.0,50719.0,60.0,4,57664
